UID          PID    PPID  C STIME TTY          TIME CMD
rnyhof     17239    3847  0 13:37 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3835 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=55 --time-ticks-at-unix-epoch=-1714978027429309 --launch-time-ticks=17434143275 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11408848637100910493,11379338191643417580,262144 --variations-seed-version=20240502-113422.320000
rnyhof     17667    3455  0 13:47 pts/1    00:00:00 /bin/ksh -l
rnyhof     17702   17667  0 13:47 pts/1    00:00:00 esh rpm
rnyhof     17705   17702  0 13:47 pts/1    00:00:01 ssh -o StrictHostKeyChecking=no -o ConnectTimeout=10 root@3.73.203.141
root       17709       2  0 13:47 ?        00:00:00 [kworker/7:1-events]
postfix    17712    1392  0 13:47 ?        00:00:00 pickup -l -t unix -u
rnyhof     17772    5210  0 13:48 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -childID 20 -isForBrowser -prefsLen 32271 -prefMapSize 242667 -jsInitLen 234952 -parentBuildID 20240501044531 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser {d93405b8-7534-4253-9e67-71776f7d774d} 5210 true tab
rnyhof     17816    5210  0 13:48 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -childID 21 -isForBrowser -prefsLen 32271 -prefMapSize 242667 -jsInitLen 234952 -parentBuildID 20240501044531 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser {53ac4382-2a58-4cba-bdd0-d5960f2e86a5} 5210 true tab
rnyhof     18514    5210  0 14:04 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -childID 22 -isForBrowser -prefsLen 32271 -prefMapSize 242667 -jsInitLen 234952 -parentBuildID 20240501044531 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser {9c1f96a9-84bb-4c2d-bf51-f2d47b0053e8} 5210 true tab
root       18813       2  0 14:14 ?        00:00:00 [kworker/1:0-events]
root       18815       2  0 14:14 ?        00:00:00 [kworker/5:2-events]
root       18816       2  0 14:14 ?        00:00:02 [kworker/4:0-events]
root       18833       2  0 14:14 ?        00:00:00 [kworker/6:1-events]
root       18976       2  0 14:19 ?        00:00:00 [kworker/0:0-events]
root       19034       2  0 14:21 ?        00:00:00 [kworker/u16:0-events_unbound]
rnyhof     19090    3455  0 14:22 pts/2    00:00:00 /bin/ksh -l
rnyhof     19138   19090  0 14:22 pts/2    00:00:00 esh rpm
rnyhof     19141   19138  0 14:22 pts/2    00:00:00 ssh -o StrictHostKeyChecking=no -o ConnectTimeout=10 root@3.73.203.141
root       19157       2  0 14:23 ?        00:00:00 [kworker/2:1-cgroup_destroy]
root       19425       2  0 14:30 ?        00:00:00 [kworker/1:2-cgroup_destroy]
root       19436       2  0 14:30 ?        00:00:00 [kworker/u16:2-events_unbound]
root       19468       2  0 14:31 ?        00:00:00 [kworker/3:0]
root       19496       2  0 14:32 ?        00:00:00 [kworker/0:1-events]
root       19792       2  0 14:34 ?        00:00:00 [kworker/4:2-i915-unordered]
root       19815       2  0 14:35 ?        00:00:00 [kworker/7:0-cgroup_destroy]
rnyhof     19908    1797  1 14:36 ?        00:00:08 /usr/share/code/code rnyhof.code-workspace
rnyhof     19913   19908  0 14:36 ?        00:00:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
rnyhof     19914   19908  0 14:36 ?        00:00:00 /usr/share/code/code --type=zygote
rnyhof     19917   19914  0 14:36 ?        00:00:00 /usr/share/code/code --type=zygote
rnyhof     19939   19913  1 14:36 ?        00:00:06 /usr/share/code/code --type=gpu-process --enable-crash-reporter=5c9bffa7-d7b7-44bd-b7ee-fb81ae15c5d2,no_channel --user-data-dir=/home/rnyhof/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,1024259906628403780,18116857672632414054,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
rnyhof     19947   19908  0 14:36 ?        00:00:02 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=5c9bffa7-d7b7-44bd-b7ee-fb81ae15c5d2,no_channel --user-data-dir=/home/rnyhof/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,1024259906628403780,18116857672632414054,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
rnyhof     19985   19917  5 14:36 ?        00:00:24 /usr/share/code/code --type=renderer --enable-crash-reporter=5c9bffa7-d7b7-44bd-b7ee-fb81ae15c5d2,no_channel --user-data-dir=/home/rnyhof/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --first-renderer-process --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1714978027429309 --launch-time-ticks=20958554507 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,1024259906628403780,18116857672632414054,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:21e8901c-1eaa-4f25-af51-1f36852f11a7
rnyhof     20031   19908  4 14:36 ?        00:00:17 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=5c9bffa7-d7b7-44bd-b7ee-fb81ae15c5d2,no_channel --user-data-dir=/home/rnyhof/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,1024259906628403780,18116857672632414054,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
rnyhof     20032   19908  0 14:36 ?        00:00:00 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=5c9bffa7-d7b7-44bd-b7ee-fb81ae15c5d2,no_channel --user-data-dir=/home/rnyhof/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,1024259906628403780,18116857672632414054,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
rnyhof     20052   19908  1 14:36 ?        00:00:07 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --enable-crash-reporter=5c9bffa7-d7b7-44bd-b7ee-fb81ae15c5d2,no_channel --user-data-dir=/home/rnyhof/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,1024259906628403780,18116857672632414054,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
rnyhof     20569   20052 10 14:36 ?        00:00:44 /home/rnyhof/.vscode/extensions/redhat.java-1.29.0-linux-x64/jre/17.0.10-linux-x86_64/bin/java --add-modules=ALL-SYSTEM --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/sun.nio.fs=ALL-UNNAMED -Declipse.application=org.eclipse.jdt.ls.core.id1 -Dosgi.bundles.defaultStartLevel=4 -Declipse.product=org.eclipse.jdt.ls.core.product -Djava.import.generatesMetadataFilesAtProjectRoot=false -DDetectVMInstallationsJob.disabled=true -Dfile.encoding=utf8 -XX:+UseParallelGC -XX:GCTimeRatio=4 -XX:AdaptiveSizePolicyWeight=90 -Dsun.zip.disableMemoryMapping=true -Xmx1G -Xms100m -Xlog:disable -javaagent:/home/rnyhof/.vscode/extensions/redhat.java-1.29.0-linux-x64/lombok/lombok-1.18.32.jar -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/rnyhof/.config/Code/User/workspaceStorage/79a2b42b8fbfd94b0331c12226f49c9c/redhat.java -Daether.dependencyCollector.impl=bf -jar /home/rnyhof/.vscode/extensions/redhat.java-1.29.0-linux-x64/server/plugins/org.eclipse.equinox.launcher_1.6.800.v20240304-1850.jar -configuration /home/rnyhof/.config/Code/User/globalStorage/redhat.java/1.29.0/config_linux -data /home/rnyhof/.config/Code/User/workspaceStorage/79a2b42b8fbfd94b0331c12226f49c9c/redhat.java/jdt_ws --stdio
rnyhof     20576   20052  0 14:36 ?        00:00:00 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=20052
rnyhof     20664   20052  8 14:36 ?        00:00:38 /home/rnyhof/.vscode/extensions/ms-vscode.cpptools-1.20.1-linux-x64/bin/cpptools
rnyhof     20952    1797  0 14:37 ?        00:00:01 /home/rnyhof/.vscode/extensions/ms-vscode.cpptools-1.20.1-linux-x64/bin/cpptools-srv 20664 {F7C19AC3-DB9E-4694-9582-1C4C196069E1}
root       21376     668  0 14:38 ?        00:00:00 systemd-userwork: waiting...
root       21463     668  0 14:38 ?        00:00:00 systemd-userwork: waiting...
root       21773       2  0 14:39 ?        00:00:00 [kworker/1:1]
root       22096       2  0 14:40 ?        00:00:00 [kworker/2:2]
root       22149       2  0 14:40 ?        00:00:00 [kworker/5:0]
root       22562       2  0 14:42 ?        00:00:00 [kworker/u16:1-flush-259:0]
root       22922     668  0 14:43 ?        00:00:00 systemd-userwork: waiting...
rnyhof     22944    3480  0 14:43 pts/0    00:00:00 ps -ef
